CUR_MKT_CAP,SPXT ,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
11/29/07,13196740,1521.174,4487.588,4447.446,1959.125,2750.986,2075.742,2542.67,2637.099,800.8858
11/30/07,13294450,1556.377,4515.76,4766.963,1966.612,2787.604,2078.591,2559.442,2640.72,812.6118
12/3/07,13214930,1606.546,4835.345,4414.87,1946.646,2770.619,2112.924,2537.134,2624.066,856.6484
12/4/07,13131230,1533.009,5103.722,4569.946,1938.263,2847.104,2155.029,2566.226,2637.834,835.0167
12/5/07,13334360,1544.515,5492.34,4578.358,1778.326,2959.356,2166.85,2586.197,2626.08,868.1116
12/6/07,13533990,1754.58,6094.748,5189.569,1830.56,3008.204,2268.132,2570.987,2664.281,823.7872
12/7/07,13508760,1659.195,6004.05,4939.678,1842.274,3011.563,2312.875,2564.561,2690.394,862.0998
12/10/07,13608790,1578.01,6172.467,5230.552,1804.396,2992.329,2315.23,2576.17,2695.519,862.5938
12/11/07,13265470,1533.456,5588.523,4467.108,1766.509,2992.401,2309.068,2570.568,2670.103,834.9276
12/12/07,13343980,1556.109,5383.46,4223.003,1719.566,3044.13,2315.401,2575.497,2671.576,837.6448
12/13/07,13361410,1568.226,5249.047,3297.289,1728.229,3028.386,2281.621,2635.512,2621.165,832.2104
12/14/07,13183180,1507.119,5429.021,3403.808,1709.17,3009.269,2273.978,2564.806,2581.396,769.804
12/17/07,12985770,1457.648,4982.609,3987.86,1701.667,2951.917,2258.306,2532.49,2553.918,764.2739
12/18/07,13067460,1473.857,4943.221,4307.36,1714.27,2951.917,2228.037,2563.618,2573.442,779.779
12/19/07,13050100,1492.125,5097.969,5153.921,1966.09,2998.776,2246.675,2554.931,2643.135,751.3259
12/20/07,13114090,1124.219,4577.46,4407.354,1718.747,3062.007,2203.459,2298.12,2580.024,592.7352
12/21/07,13336070,1468.292,4961.325,4635.816,1736.799,3087.143,2247.708,2545.514,2573.959,742.8629
12/24/07,13444200,1433.015,6202.646,5156.564,1756.121,3120.882,2244.644,2579.551,2492.595,766.6846
12/25/07,13444200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/26/07,13453440,1459.657,6658.585,5176.509,1769.454,3140.817,2247.203,2575.015,2489.825,770.8589
12/27/07,13262020,1449.091,7058.551,5254.378,1691.922,3051.327,2211.194,2507.513,2469.537,718.812
12/28/07,13283580,1431.25,7097.796,5024.649,1672.501,3036.63,2206.541,2525.756,2459.82,710.6187
12/31/07,13194980,1447.741,7376.693,5142.973,1641.352,3014.02,2197.699,2541.832,2427.845,708.0204
1/1/08,13194980,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/08,13003240,1404.943,6416.763,4609.152,1512.057,2924.239,2101.115,2514.793,2349.995,676.2644
1/3/08,13003510,1430.499,6496.737,4446.156,1513.312,2928.717,2056.154,2511.292,2367.669,620.9437
1/4/08,12683600,1346.515,6220.538,4488.321,1387.917,2814.524,2086.785,2524.06,2350.378,592.1897
1/7/08,12726500,1245.573,6011.178,4591.753,1370.636,2808.584,2122.655,2673.775,2437.795,594.3019
1/8/08,12492770,1121.432,5898.475,4390.092,1232.593,2699.022,2200.178,2830.058,2457.721,597.9557
1/9/08,12663380,1004.977,6064.618,4357.195,1274.701,2729.469,2229.784,2935.126,2581.797,602.2902
1/10/08,12764450,1230.643,5985.794,5813.031,1557.533,2733.906,2268.084,2903.964,2560.071,719.262
1/11/08,12588930,1170.175,5856.354,6776.743,1501.911,2684.251,2263.296,2903.295,2573.287,702.0925
1/14/08,12723750,1641.189,5934.001,7213.309,1548.126,2738.423,2221.316,2913.83,2584.292,722.5686
1/15/08,12407730,1550.088,5681.092,6284.945,1503.17,2684.572,2190.681,2867.949,2567.537,680.833
1/16/08,12339330,1517.831,5652.767,6585.089,1485.691,2625.899,2218.89,2782.821,2573.995,678.6603
1/17/08,11985600,1370.805,5281.031,5959.207,1440.943,2602.651,2189.123,2669.391,2528,676.3073
1/18/08,11915330,1399.467,5661.168,5701.213,1358.277,2560.727,2157.339,2591.942,2484.417,649.499
1/21/08,11915330,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/22/08,11784010,1640.246,5671.669,6943.028,1347.317,2498.325,2105.533,2446.545,2440.901,963.2602
1/23/08,12034440,1647.903,5825.547,8451.663,1375.16,2520.365,2140.912,2505.792,2471.895,1216.862
1/24/08,12159090,1771.702,6055.222,8888.693,1383.237,2418.693,2130.68,2343.02,2448.938,1252.586
1/25/08,11966140,1332.676,5514.206,7324.385,1377.083,2381.161,2101.557,2212.531,2410.216,739.1587
1/28/08,12174040,1402.145,5428.639,7048.113,1433.8,2368.647,2091.176,2247.301,2449.254,752.9427
1/29/08,12238790,1497.949,5486.126,7132.911,1459.256,2384.67,2100.092,2233.434,2462.552,755.343
1/30/08,12180310,1504.021,5168.336,6383.356,1487.309,2366.12,2085.308,2229.696,2422.294,750.5425
1/31/08,12386010,1538.834,5127.084,5889.981,1328.892,2396.006,2116.432,2245.345,2465.458,781.9852
2/1/08,12533910,1588.474,5116.865,6013.969,1359.421,2413.577,2137.441,2295.692,2470.392,756.0757
2/4/08,12401230,1281.669,5084.751,5869.971,1344.695,2363.571,2124.213,2328.781,2479.147,737.1648
2/5/08,12005710,1248.671,4867.822,5606.784,1314.224,2295.347,2130.432,2242.773,2433.912,749.525
2/6/08,11911540,1241.996,4581.566,5696.31,1288.383,2269.934,2121.73,2242.76,2440.479,741.4323
2/7/08,12004390,1221.441,4637.407,5868.39,1204.925,2208.891,2146.591,2191.532,2397.674,746.1885
2/8/08,11954260,1263.368,4715.923,5607.792,1224.933,2178.799,2122.828,2174.25,2382.563,741.9581
2/11/08,12016100,1265.81,4694.15,5123.054,1229.819,2212.366,2176.899,2196.022,2375.367,746.5238
2/12/08,12102740,1359.819,4677.207,5356.723,1279.175,2224.063,2240.15,2281.429,2435.024,723.9579
2/13/08,12266630,1372.372,4853.203,5079.141,1317.079,2281.899,2232.297,2270.59,2431.389,733.2452
2/14/08,12100390,1176.76,4909.691,5244.418,1212.342,2293.771,2223.602,2108.445,2421.21,711.7961
2/15/08,12108300,1061.352,4809.193,5252.697,1201.129,2285.723,2236.136,2100.095,2426.724,646.2759
2/18/08,12108300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/19/08,12091500,1275.409,5347.641,4663.523,1203.314,2279.228,2283.226,2116.832,2464.054,667.5307
2/20/08,12187120,1293.202,5426.83,5324.527,1214.636,2283.278,2245.632,2121.115,2463.483,671.9046
2/21/08,12028060,1343.282,5192.717,5212.915,1175.709,2279.228,2253.888,2035.787,2444.52,687.4171
2/22/08,12120200,1298.233,5195.438,5435.294,1167.104,2277.202,2260.716,2055.753,2414.62,773.3444
2/25/08,12288650,1448.551,5601.963,5652.895,1269.815,2290.365,2266.756,2057.839,2452.494,865.2903
2/26/08,12371410,1576.444,5983.198,5614.965,1386.99,2317.835,2304.433,2098.425,2413.977,938.0624
2/27/08,12352500,1599.426,5839.575,5979.886,1393.335,2319.862,2273.136,2051.926,2458.435,927.8458
2/28/08,12228780,1613.988,5967.541,5643.766,1387.04,2290.483,2277.254,1918.125,2436.594,905.8483
2/29/08,11888820,1566.098,5708.693,5178.321,1336.392,2243.884,2226.288,1810.922,2399.615,817.5146
3/3/08,11892060,1590.077,5760.755,5011.33,1359.609,2220.73,2248.444,1804.005,2398.884,815.6875
3/4/08,11851280,1486.928,5218.183,4865.964,1291.007,2223.74,2235.851,1809.944,2387.036,819.0624
3/5/08,11912910,1474.534,5484.951,4990.969,1313.579,2239.788,2241.567,1804.818,2385.951,827.1274
3/6/08,11652140,1306.497,5075.503,4706.608,1252.483,2208.694,2221.152,1798.356,2313.814,776.5359
3/7/08,11555160,891.5272,4094.786,5712.208,1225.554,2208.694,2210.536,1926.47,2223.673,725.4083
3/10/08,11373010,603.1431,3862.143,5834.885,1218.201,2184.621,2199.104,1944.623,2174.929,748.2906
3/11/08,11795300,1015.951,4761.839,7069.965,1303.048,2375.733,2266.275,2152.46,2203.802,799.2432
3/12/08,11690640,1226.197,4910.818,7757.977,1380.083,2329.181,2305.766,2192.675,2228.842,825.2559
3/13/08,11750600,1374.438,5107,7187.132,1388.168,2319.789,2278.336,2185.805,2229.119,832.165
3/14/08,11507190,1391.032,4983.875,6689.448,1427.541,2322.398,2306.698,2120.505,2218.44,820.1548
3/17/08,11403040,1177.286,4330.082,6624.085,1287.589,2317.28,2289.842,1924.44,2186.44,852.2093
3/18/08,11885910,1375.673,4711.145,9059.104,1425.288,2473.722,2356.263,1960.372,2300.764,816.5266
3/19/08,11600090,1014.597,3610.295,8267.168,1265.83,2381.214,2303.33,1709.916,2177.343,623.2608
3/20/08,11883020,1155.473,4292.148,9414.059,1419.999,2415.97,2400.463,1932.42,2272.959,831.3125
3/21/08,11883020,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/24/08,12063420,1472.14,4410.541,9546.333,1497.126,2593.935,2439.965,2150.883,2313.958,891.2686
3/25/08,12090820,1493.844,4520.108,9128.29,1504.434,2589.213,2446.08,2138.966,2308.898,871.2801
3/26/08,11984970,1519.797,4610.815,7974.917,1492.459,2538.991,2425.987,2203.36,2276.844,823.5289
3/27/08,11847160,1576.527,4858.704,7261.519,1612.92,2575.327,2438.218,2377.548,2302.636,846.7983
3/28/08,11751610,1539.179,4691.361,6638.911,1606.813,2559.353,2466.265,2419.609,2312.436,906.8021
3/31/08,11816320,1575.427,4655.782,6704.38,1631.238,2606.33,2464.496,2439.542,2300.626,912.4454
4/1/08,12235930,1524.075,6150.307,8041.29,2033.599,2705.01,2497.392,2658.236,2335.948,1072.204
4/2/08,12213930,1659.602,6369.849,8162.636,2098.385,2761.199,2526.544,2731.924,2319.752,1072.204
4/3/08,12229410,1900.153,6687.723,8135.332,2165.6,2829.975,2530.631,2729.134,2312.376,1075.544
4/4/08,12239810,2084.139,6669.225,7672.5,2145.293,2808.647,2552.222,2800.772,2330.816,1070.534
4/7/08,12258330,2070.833,6521.952,7854.322,2107.081,2811.064,2536.029,2793.258,2429.28,1066.526
4/8/08,12197400,1889.92,6108.478,7715.654,2132.115,2798.769,2540.765,2789.939,2341.293,1051.444
4/9/08,12099930,1767.451,5399.572,7550.085,1907.522,2729.113,2495.99,2634.769,2354.042,923.9563
4/10/08,12154930,1772.013,5291.038,7290.581,1896.645,2751.638,2502.252,2602.365,2372.607,933.7415
4/11/08,11907890,1622.665,4953.49,6926.23,1822.119,2678.135,2486.149,2472.164,2349.3,777.4483
4/14/08,11872910,1616.684,5102.937,6532.94,1823.12,2665.215,2488.032,2429.177,2338.869,771.9149
4/15/08,11930660,1486.284,5058.24,6714.768,1877.398,2659.59,2553.568,2475.637,2336.634,737.1938
4/16/08,12200800,1621.547,5382.039,7210.679,1929.69,2770.68,2568.186,2527.473,2349.3,816.2092
4/17/08,12208230,1741.08,5529.777,7559.33,1907.132,2773.008,2567.618,2552.744,2334.398,819.8564
4/18/08,12428940,1761.637,5614.406,7832.896,1972.215,2821.574,2567.063,2550.758,2367.822,862.7471
4/21/08,12409690,1987.767,5881.11,7702.45,1933.063,2845.335,2591.232,2527.558,2357.183,857.9366
4/22/08,12299980,2009.48,6277.189,7723.261,1889.034,2913.373,2533.718,2520.034,2341.872,832.9867
4/23/08,12337660,1761.418,6144.287,7748.764,1861.839,2955.696,2540.264,2523.796,2349.378,864.3232
4/24/08,12411830,1688.848,6060.846,8165.538,1881.291,2894.251,2543.886,2501.183,2356.884,873.1541
4/25/08,12486710,1954.428,5931.39,8294.294,1754.161,2917.296,2484.709,2509.269,2416.288,881.8747
4/28/08,12470720,1860.363,5580.272,8226.671,1704.405,3067.296,2505.452,2373.15,2398.72,822.6086
4/29/08,12422770,1809.543,5146.208,8000.754,1669.389,3105.171,2512.347,2408.521,2369.319,819.4521
4/30/08,12371510,1858.255,5180.17,7817.113,1721.604,3052.445,2353.347,2410.866,2356.593,828.7704
5/1/08,12580420,1784.165,4618.969,8316.984,1775.409,3380.339,2473.315,2433.226,2515.46,962.9435
5/2/08,12613840,1827.891,4995.415,8517.112,1844.521,3392.611,2461.543,2487.986,2516.246,995.7664
5/5/08,12553640,1645.728,5981.05,8257.934,1727.26,3383.727,2410.597,2431.986,2509.18,992.8707
5/6/08,12639890,1676.5,6173.467,8424.313,1656.037,3412.368,2369.708,2405.111,2396.009,941.0739
5/7/08,12407270,1601.485,6749.555,7748.511,1582.589,3245.513,2291.171,2372.795,2321.224,891.0317
5/8/08,12445080,1646.48,6634.392,7080.092,1536.006,3258.177,2297.736,2378.756,2312.415,864.8778
5/9/08,12369180,1508.584,6231.951,7202.245,1514.954,3240.223,2234.494,2372.49,2310.213,859.8044
5/12/08,12508440,1579.391,5995.079,7307.876,1539.12,3293.125,2259.375,2395.599,2321.489,877.4277
5/13/08,12503800,1557.083,5900.439,6942.801,1559.198,3291.88,2217.689,2311.304,2307.379,832.811
5/14/08,12554370,1581.507,5494.15,7226.916,1574.496,3354.627,2240.466,2313.813,2326.478,882.1742
5/15/08,12693040,1588.157,5129.118,7363.449,1595.559,3419.165,2267.517,2234.617,2319.867,890.6389
5/16/08,12707090,1621.541,5449.611,7294.618,1591.508,3411.098,2337.946,2257.295,2347.702,876.1949
5/19/08,12718900,1502.828,6006.882,7463.388,1623.237,3432.402,2351.076,2274.51,2335.399,876.4569
5/20/08,12601000,1545.227,6265.473,6933.08,1620.945,3383.58,2321.434,2296.181,2341.534,836.4879
5/21/08,12397840,1430.654,6448.645,6373.41,1653.143,3310.496,2336.68,2253.584,2320.923,789.6995
5/22/08,12432780,1324.17,5792.904,6312.946,1658.857,3296.93,2378.716,2266.677,2333.203,795.8962
5/23/08,12270390,1262.14,5716.105,5968.159,1597.27,3285.314,2326.765,2231.763,2295.134,765.6184
5/26/08,12270390,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/27/08,12356070,1306.606,5074.811,6178.05,1619.905,3338.996,2333.394,2243.219,2304.651,771.4149
5/28/08,12404460,1377.265,5523.281,6087.706,1638.624,3350.278,2336.708,2255.144,2318.179,659.6249
5/29/08,12471090,1379.149,5436.274,6488.597,1614.136,3364.301,2337.33,2285.495,2368.302,744.0611
5/30/08,12489570,1398.504,5359.176,6317.91,1633.882,3441.364,2342.22,2363.056,2433.589,741.5791
6/2/08,12366710,1387.821,5447.188,6143.012,1620,3394.991,2296.251,2319.239,2412.687,638.2645
6/3/08,12296960,1457.933,5220.027,6141.095,1645.235,3400.822,2352.452,2298.879,2438.243,733.5511
6/4/08,12297650,1451.669,5121.48,6292.858,1638.805,3391.479,2386.257,2324.533,2439.007,813.6194
6/5/08,12538620,1502.74,5160.516,6919.306,1673.914,3460.944,2470.836,2302.264,2460.402,824.2253
6/6/08,12158630,1487.204,5721.707,6342.634,1603.162,3376.851,2412.42,2241.984,2391.376,783.1255
6/9/08,12170840,1509.763,5885.564,5660.828,1627.101,3370.021,2412.637,2235.655,2378.438,649.8545
6/10/08,12143320,1295.783,6030.008,6837.819,1641.687,3354.994,2459.087,2233.482,2355.604,719.7747
6/11/08,11948880,1194.396,6353.78,6606.827,1577.948,3268.934,2443.165,2237.474,2324.35,689.2764
6/12/08,11990770,1128.656,6064.712,7144.625,1568.932,3298.557,2468.216,2277.321,2304.627,670.1294
6/13/08,12172360,1172.293,6041.736,7430.538,1618.403,3333.996,2500.205,2256.622,2330.239,712.1774
6/16/08,12174060,1206.84,6085.09,7996.058,1609.66,3342.174,2424.847,2258.809,2337.79,717.8372
6/17/08,12090700,1267.037,6040.136,7948.991,1628.207,3350.522,2419.775,2258.911,2331.749,749.6976
6/18/08,11973670,1314.091,6134.333,7921.909,1516.004,3284.649,2384.498,2192.254,2244.26,730.1097
6/19/08,12019690,1024.85,4156.265,7879.923,1355.95,3158.659,2264.403,1915.114,2091.294,530.162
6/20/08,11795720,1283.929,4691.897,7868.71,1424.045,3174.282,2333.267,2165.8,2098.8,665.616
6/23/08,11807700,1169.849,5207.202,7949.018,1432.218,3144.879,2324.651,2196.01,2114.191,698.2609
6/24/08,11775800,1029.737,4929.207,7977.431,1384.887,3090.344,2332.405,2179.91,2137.052,760.2651
6/25/08,11846440,1131.76,5028.218,8166.119,1392.396,3075.17,2386.348,2160.114,2167.142,859.7896
6/26/08,11499500,1105.958,5579.989,7832.609,1319.19,3002.831,2304.536,2047.697,2133.851,825.0432
6/27/08,11455760,1104.903,5895.133,7798.416,1269.378,3007.526,2275.183,2026.349,2145.028,822.5947
6/30/08,11468570,1054.517,5783.583,7553.252,1279.354,3023.066,2295.471,2100.242,2173.015,813.1609
7/1/08,11518270,1278.771,6025.452,7765.613,1293.897,3055.416,2299.577,2188.808,2217.356,838.0322
7/2/08,11310270,1392.739,5800.62,7416.026,1262.545,3006.145,2206.249,2309.402,1974.354,668.8861
7/3/08,11319290,1385.523,5676.923,7445.995,1286.886,2998.342,2212.623,2285.71,1993.51,938.3286
7/4/08,11319290,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/7/08,11227160,1317.213,5265.496,7016.377,1285.346,3004.76,2240.411,2303.048,1972.863,963.673
7/8/08,11421540,1375.835,5455.103,8011.217,1361.094,3058.17,2407.333,2315.145,2051.387,1041.327
7/9/08,11167000,1415.625,5554.845,7643.715,1475.893,2967.081,2368.654,2357.03,2105.031,1019.366
7/10/08,11245410,1359.881,6066.827,7444.291,1532.272,3018.046,2318.137,2346.517,2195.033,1004.167
7/11/08,11121060,1358.847,5829.559,7223.93,1504.536,2968.681,2301.519,2318.56,2156.198,983.2466
7/14/08,11020760,1379.993,5806.288,6615.23,1522.99,2951.481,2299.185,2292.47,2177.096,968.7808
7/15/08,10905300,1356.623,5194.852,6799.664,1452.025,2953.588,2208.84,2260.534,2288.955,1000.761
7/16/08,11178740,1250.843,4899.779,7727.606,1447.122,2971.997,2259.912,2192.311,2286.265,1070.047
7/17/08,11304870,1194.944,4959.257,8866.182,1509.329,3269.84,2264.06,2045.936,2308.837,1121.018
7/18/08,11313440,1077.952,4995.885,9153.09,1564.697,3506.731,2221.873,2071.18,2304.939,1148.457
7/21/08,11305130,1146.756,5275.987,8740.315,1579.798,3450.929,2163.364,2086.168,2201.94,968.7264
7/22/08,11459060,1170.722,6031.113,8422.955,1592.176,3115.624,2201.346,2104.653,2235.503,1087.13
7/23/08,11503680,1110.007,6040.892,7617.758,1592.289,3172.816,2216.701,2042.052,2245.417,1159.802
7/24/08,11239420,1120.918,6062.961,6473.969,1544.195,3094.806,2198.873,2075.005,2244.876,1161.034
7/25/08,11286190,1116.791,6086.815,6528.553,1575.899,3140.552,2156.953,2080.021,2261.527,1105.984
7/28/08,11078400,1097.824,6166.306,6045.963,1490.946,3080.01,2152.094,2118.928,2211.467,1049.384
7/29/08,11335680,1147.333,5825.823,7151.33,1599.592,3148.619,2243.798,2155.714,2238.644,1101.182
7/30/08,11529550,1190.744,6432.623,7819.942,1618.356,3160.778,2207.281,2197.971,2234.751,1137.369
7/31/08,11368890,1129.469,6035.03,8063.015,1428.379,3136.912,2219.756,2216.446,2240.046,1122.713
8/1/08,11300410,1063.453,5974.707,7706.12,1415.141,3101.823,2210.236,2090.12,2227.976,1114.519
8/4/08,11201060,1100.766,5005.968,7713.849,1545.344,3112.82,2234.579,2019.951,2246.947,1065.884
8/5/08,11513460,1142.313,5611.184,8539.729,1588.396,3179.605,2273.441,2091.847,2367.897,1144.664
8/6/08,11555730,1202.064,5757.509,8299.767,1636.619,3245.222,2319.015,2051.262,2360.645,1143.326
8/7/08,11337550,1173.232,5297.025,7280.757,1581.637,3239.566,2292.162,2053.309,2315.785,993.308
8/8/08,11606310,1122.208,5026.52,7601.552,1645.088,3332.138,2345.615,2048.253,2312.774,1078.551
8/11/08,11691630,967.6609,4818.64,7948.384,1865.824,3369.994,2396.349,2085.878,2356.544,1124.092
8/12/08,11553760,1076.684,4679.377,7029.007,1872.398,3381.874,2446.26,2107.881,2423.15,1123.277
8/13/08,11517490,1290.433,4763.976,6331.857,1918.512,3373.642,2413.108,2122.737,2466.231,1126.381
8/14/08,11581510,1264.072,4701.727,6579.766,1852.901,3392.435,2431.263,2104.447,2564.59,1154.226
8/15/08,11628830,1330.856,4702.253,6831.355,1854.442,3375.688,2511.494,2093.402,2600.103,1205.154
8/18/08,11454170,1357.671,4216.088,6367.811,1814.247,3371.671,2501.094,2096.235,2578.442,1141.729
8/19/08,11347060,1328.001,4635.398,5592.572,1690.652,3324.18,2478.684,2107.566,2570.156,1111.488
8/20/08,11416640,1286.246,4616.467,5752.334,1689.139,3276.032,2493.794,2122.966,2560.483,1108.247
8/21/08,11449580,1331.142,4881.265,5846.547,1693.052,3240.272,2466.65,2169.823,2550.726,1033.215
8/22/08,11580620,1241.035,4840.301,6541.811,1782.78,3285.393,2511.307,2178.457,2596.881,1057.332
8/25/08,11354790,1290.02,4571.161,6207.502,1748.047,3246.542,2459.74,2185.395,2548.228,1020.246
8/26/08,11395910,1252.021,4570.322,6648.436,1735.389,3228.111,2450.152,2209.32,2545.117,1035.627
8/27/08,11482370,1235.927,4573.987,6902.403,1670.725,3259.11,2457.247,2236.515,2549.006,1041.743
8/28/08,11651210,1241.46,4433.7,7699.758,1654.725,3224.152,2472.909,2240.034,2557.186,982.6342
8/29/08,11486890,1233.085,4472.729,8130.389,1636.603,3137.316,2465.43,2208.947,2576.549,940.986
9/1/08,11486890,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/2/08,11440720,1202.064,4625.681,8179.101,1700.482,3103.554,2506.815,2170.806,2544.141,934.6172
9/3/08,11416910,1217.062,4618.521,8180.289,1703.668,3037.841,2495.371,2143.698,2552.443,945.6775
9/4/08,11077890,1080.86,4270.804,7328.733,1560.782,2881.614,2489.287,2087.843,2478.7,841.6874
9/5/08,11125740,981.5286,4181.557,8339.898,1526.56,2881.614,2492.528,2043.949,2468.725,860.0126
9/8/08,11356500,985.2551,3986.355,9377.5,1671.027,2844.555,2581.486,2118.933,2563.233,941.6508
9/9/08,10974420,991.7289,4055.337,8639.973,1653.448,2788.506,2588.236,2071.679,2577.983,937.7721
9/10/08,11040540,1060.138,3787.676,7720.525,1707.203,2808.49,2668.514,2064.471,2577.134,955.7645
9/11/08,11187770,1109.62,3641.795,8032.381,1746.526,2842.732,2711.566,2093.273,2590.823,982.8624
9/12/08,11210280,1167.952,3871.522,8445.618,1769.218,2873.262,2721.531,2148.854,2631.236,967.2624
9/15/08,10701780,1061.092,3609.973,8371.347,1694.884,2695.223,2778.135,2081.087,2559.721,993.5028
9/16/08,10886740,1140.985,3951.608,8825.036,1606.467,2364.273,2792.534,2126.057,2519.491,1004.646
9/17/08,10396230,915.0629,3891.544,8133.619,1539.476,2205.224,2706.548,1973.565,2493.363,969.2958
9/18/08,10851750,703.0402,4703.437,10405.6,1469.016,2198.588,2634.651,1861.195,2324.947,783.4398
9/19/08,11291120,1227.678,6570.39,13390.4,1670.995,2351.963,2763.435,2208.675,2426.542,977.0304
9/22/08,10886180,1289.433,7680.12,12560.57,1634.641,2308.313,2778.776,2245.925,2391.959,1010.762
9/23/08,10717080,1464.257,8269.417,12773.88,1715.255,2307.176,2768.636,2207.1,2354.812,1010.727
9/24/08,10694590,1449.769,8786.052,12484.62,1714.591,2315.911,2766.256,2227.499,2376.739,1012.877
9/25/08,10899860,1539.57,9178.235,12931.72,1723.466,2353.673,2881.831,2328.547,2404.36,1070.13
9/26/08,10948120,1523.108,8761.463,13475.06,1680.092,2549.123,2946.255,2313.683,2427.447,1067.683
9/29/08,9986216,1369.182,7472.117,10867.54,1595.699,2244.926,2828.973,2192.404,2364.092,1018.345
9/30/08,10552100,1408.511,6558.893,11778.26,1671.454,2438.652,2935.619,2226.576,2347.236,990.5058
10/1/08,10510590,1355.752,6339.126,12244.58,1562.738,2420.492,2898.539,2197.441,2326.558,955.6308
10/2/08,10111160,1275.122,6007.031,11469.45,1336.323,2411.735,2830.479,2172.087,2327.373,922.3808
10/3/08,9975748,1218.801,6181.952,11136.24,1470.843,2370.761,2824.132,2171.569,2265.586,882.3519
10/6/08,9591676,1154.343,5860.44,10024.67,1456.629,2235.288,2725.012,2065.424,2206.456,849.9644
10/7/08,9027560,998.1846,5328.958,7787.013,1420.022,2035.813,2649.958,1881.294,2135.009,800.0872
10/8/08,8933182,1213.105,5019.956,7615.308,1376.412,1990.22,2455.489,1795.287,2107.618,787.9633
10/9/08,8250067,1170.902,4272.369,7157.598,1302.822,1925.68,2323.948,1682.367,2031.64,747.6583
10/10/08,8158161,1194.659,4316.868,8201.323,1262.215,1904.9,2348.531,1621.798,1926.638,769.0618
10/13/08,9084922,1366.994,5045.75,9372.136,1399.943,2136.617,2467.876,1827.702,2142.657,799.296
10/14/08,9046814,1449.615,4839.176,9697.591,1377.264,2078.162,2471.634,1801.056,2161.384,819.2023
10/15/08,8231291,1221.113,4125.061,8558.28,1247.732,2025.091,2386.75,1696.212,2018.419,729.0834
10/16/08,8585220,1304.687,4349.677,8849.327,1282.742,2122.654,2460.391,1708.684,2081.878,768.4936
10/17/08,8527011,1258.428,4378.863,8872.822,1233.837,2404.999,2478.745,1716.085,2076.542,784.0045
10/20/08,8920308,1354.421,4942.664,9312.128,1279.036,2512.146,2517.52,1906.776,2210.309,806.1227
10/21/08,8645845,1126.334,4208.944,9221.017,1210.059,2370.102,2501.18,1800.419,2145.595,801.5317
10/22/08,8129317,1082.972,3439.511,8482.914,1067.765,2142.22,2451.28,1717.208,2129.45,762.2412
10/23/08,8220721,1071.37,3755.049,8380.784,1092.773,2164.679,2466.336,1790.785,2067.352,741.6412
10/24/08,7934145,1024.111,3435.997,7799.163,1155.749,2061.789,2332.759,1748.685,2040.863,718.5789
10/27/08,7678199,843.1452,3394.118,7719.315,1126.145,2006.811,2236.754,1630.411,1957.201,660.9797
10/28/08,8510191,1038.846,4399.006,8886.693,1245.241,2282.364,2397.895,1848.448,2119.745,725.592
10/29/08,8414821,1061.617,4821.038,8283.114,1259.966,2170.641,2344.465,1789.293,2109.05,758.6649
10/30/08,8627408,1056.494,5071.101,8659.91,1329.871,2290.646,2443.115,1889.158,2210.419,781.6761
10/31/08,8763353,1068.448,5102.324,9094.896,1313.641,2291.123,2429.222,1782.533,2186.813,787.111
11/3/08,8742114,1051.892,4832.417,9012.49,1237.995,2167.913,2440.771,1799.57,2209.955,765.6207
11/4/08,9087481,1102.575,5369.176,9663.786,1354.009,2370.097,2479.135,1898.926,2225.241,766.8064
11/5/08,8605832,973.6315,5081.056,8648.99,1307.295,2223.402,2481.618,1863.832,2189.782,724.4998
11/6/08,8187598,925.4799,4660.849,8070.75,1279.05,1971.277,2424.998,1776.415,2143.097,686.1595
11/7/08,8420707,919.4688,4876.177,8329.138,1277.765,2025.223,2467.582,1829.559,2170.194,681.1622
11/10/08,8319834,919.8385,4842.786,7977.559,1273.533,2077.655,2474.702,1785.489,2154.593,665.3588
11/11/08,8140389,847.4022,4662.077,7580.865,1175.29,1917.093,2418.759,1762.801,2048.999,590.3713
11/12/08,7718830,793.4863,4275.668,7047.3,1123.764,1828.515,2368.048,1704.372,2025.097,554.4924
11/13/08,8254281,872.5575,4827.851,7502.681,1186.341,1943.958,2460.269,1833.661,2134.912,597.7843
11/14/08,7917065,862.7011,4763.481,7218.343,1103.648,1884.647,2381.201,1856.39,2053.697,581.1924
11/17/08,7715852,845.9672,4713.88,6972.413,1234.029,1998.123,2326.592,1851.73,2269.316,564.5262
11/18/08,7790904,772.662,4593.413,6975.2,1193.41,2025.894,2577.125,1838.874,2302.375,608.1491
