Companies,Ticker,PE_Calc,PBV_Calc,IQ_MarketCap,IQ_TOTAL_DEBT_CAPITAL,IQ_NI_NORM_MARGIN,Return on Equity_Calc,IQ_RETURN_ASSETS,IQ_BETA_2YR
The Boeing Company,NYSE:BA,80.86876155,-47.85617987,196976.9316,117.2571,2.8236,-51.61133374,2.191,0.97365
The Charles Schwab Corporation,NYSE:SCHW,21.28006453,3.444372687,63715.13556,30.9312,28.6651,16.32272041,1.3743,1.30369
The Clorox Company,NYSE:CLX,30.54340886,34.71203364,19092.84259,84.9232,10.2931,112.8122661,13.1635,0.52233
The Coca-Cola Company,NYSE:KO,36.41432004,12.35087944,231148.3098,67.9273,18.8516,34.37103438,6.7595,0.55441
"The Cooper Companies, Inc.",NYSE:COO,50.42005754,4.225988701,15203.23533,33.4806,11.4617,8.363175053,5.6095,0.94544
The Estée Lauder Companies Inc.,NYSE:EL,42.62819481,15.81038998,71444.57908,57.2179,11.073,37.70860681,12.1183,0.78023
"The Gap, Inc.",NYSE:GPS,7.536002237,1.659716114,6036.25112,68.309,4.9595,22.1393457,7.503,0.6182
"The Goldman Sachs Group, Inc.",NYSE:GS,11.43207711,0.978571977,78320.51348,82.9807,21.5673,8.655737139,0.9251,1.31075
"The Hartford Financial Services Group, Inc.",NYSE:HIG,15.94643339,1.396789585,21956.86145,24.1675,6.8857,8.991051171,2.3359,0.70824
The Hershey Company,NYSE:HSY,30.8827047,17.87336014,31290.15493,72.8994,12.8633,59.25312309,13.5322,0.37147
"The Home Depot, Inc.",NYSE:HD,24.95717843,-213.5675861,231256.1762,103.1852,8.4306,-828.3123278,20.5942,0.99694
"The Interpublic Group of Companies, Inc.",NYSE:IPG,15.00234722,3.55559595,8797.64135,66.3924,6.7705,23.90339578,4.7258,1.14029
The J. M. Smucker Company,NYSE:SJM,19.30553322,1.471379533,11910.9087,42.6682,8.0589,7.662671503,4.3467,0.43617
The Kraft Heinz Company,NasdaqGS:KHC,13.39556336,0.746687813,38588.67641,37.6567,11.3586,5.578879818,2.9414,0.88323
The Kroger Co.,NYSE:KR,19.75702108,2.574707405,22461.43157,70.4075,0.9371,13.04456,3.2666,0.61396
The Macerich Company,NYSE:MAC,47.19790153,1.390620129,3764.70241,65.2154,8.0652,2.915637354,1.9067,0.71496
The Mosaic Company,NYSE:MOS,22.51606525,0.685560596,6901.0555,32.1207,3.3365,3.012756933,2.4801,1.38633
"The PNC Financial Services Group, Inc.",NYSE:PNC,17.56987141,1.497864721,67916.41386,0,23.6927,8.609584403,1.3657,1.11176
The Procter & Gamble Company,NYSE:PG,32.82236534,6.808108126,310878.6099,39.2893,13.8337,20.65161539,8.0963,0.59762
The Progressive Corporation,NYSE:PGR,16.3559511,3.052235432,41600.136,24.3216,6.9954,19.21212666,5.3388,0.82631
The Sherwin-Williams Company,NYSE:SHW,46.8061468,13.13581712,52689.1901,72.536,6.3394,29.05151672,6.5911,1.039
The Southern Company,NYSE:SO,25.59053458,2.313366869,63647.66579,59.8297,11.2976,9.126990388,2.8983,0.19872
"The TJX Companies, Inc.",NYSE:TJX,27.56300833,13.10956549,72660.26382,67.4212,6.5494,48.72769731,13.5573,0.85375
"The Travelers Companies, Inc.",NYSE:TRV,20.06704417,1.356972863,34749.72236,21.3447,5.6085,6.828866857,1.8392,0.76654
The Walt Disney Company,NYSE:DIS,38.66082,2.99241849,266015.9635,31.3578,9.087,7.625988641,5.1067,0.8598
The Western Union Company,NYSE:WU,19.75952678,-566.7092924,11148.0159,100.5664,10.829,11218.67445,7.4915,0.79497
"The Williams Companies, Inc.",NYSE:WMB,28.47634953,2.068768026,28107.41251,57.1334,11.8974,7.201674932,3.0944,0.94727
Thermo Fisher Scientific Inc.,NYSE:TMO,53.90784416,4.344993702,127547.2895,37.7095,9.37,8.14172331,4.6911,1.12103
Tiffany & Co.,NYSE:TIF,37.45392995,5.113263598,16004.00116,40.6414,9.8408,13.59204891,7.9326,0.92974
"T-Mobile US, Inc.",NasdaqGS:TMUS,19.82465462,2.298862614,63842.99143,61.4976,7.1987,11.75880884,5.0242,0.91182
Tractor Supply Company,NasdaqGS:TSCO,26.35603326,7.706090059,11487.01551,66.1396,5.3567,28.87952607,10.5526,1.03707
TransDigm Group Incorporated,NYSE:TDG,41.56531453,-10.52746273,30525.23635,120.2754,14.7734,-34.745545,9.2207,1.10687
"TripAdvisor, Inc.",NasdaqGS:TRIP,32.09223398,2.446818586,4033.30631,9.301,7.9567,7.794541953,5.1502,1.59181
Truist Financial Corporation,NYSE:TFC,15.14873587,1.409849353,41135.17134,0,24.0137,9.389747124,1.4428,1.07725
"Twitter, Inc.",NYSE:TWTR,86.30431098,2.810523779,23671.8717,23.2202,8.0752,3.262647853,2.4868,0.71716
"Tyson Foods, Inc.",NYSE:TSN,21.01870282,2.299910514,32316.06909,45.6151,3.6039,10.98269741,5.8113,0.66894
U.S. Bancorp,NYSE:USB,17.0846273,1.95843361,92540.15547,0,25.9536,11.58492263,1.5363,1.01138
"UDR, Inc.",NYSE:UDR,279.0461997,4.284801541,13717.83073,48.3505,4.189,1.584075953,1.7887,0.4725
"Ulta Beauty, Inc.",NasdaqGS:ULTA,26.09293456,7.803722305,14384.0801,51.0893,7.798,30.10686324,13.5348,0.6481
"Under Armour, Inc.",NYSE:UAA,77.87467045,4.025427282,8283.19064,37.6399,2.1278,5.297126811,2.9296,1.69652
Union Pacific Corporation,NYSE:UNP,25.5701431,6.734525358,121103.1699,60.5517,21.8509,26.40231113,8.9094,1.01494
"United Airlines Holdings, Inc.",NasdaqGS:UAL,9.354313712,1.952959748,22019.85842,64.0564,5.7189,21.99209362,5.9127,0.92641
"United Parcel Service, Inc.",NYSE:UPS,25.04014699,18.0291022,100185.1115,82.6105,5.5,80.37467086,7.0407,1.27717
"United Rentals, Inc.",NYSE:URI,11.88240379,3.257694714,11797.22775,77.2017,11.3031,28.37831176,7.8371,1.82678
United Technologies Corporation,NYSE:UTX,22.8033557,3.111855648,125724.1675,52.4001,7.2508,13.59284134,5.3367,0.99439
UnitedHealth Group Incorporated,NYSE:UNH,25.48908604,4.83005108,265749.8876,42.9028,4.3838,19.29132278,7.3457,1.01369
"Universal Health Services, Inc.",NYSE:UHS,18.93733665,2.351577206,12672.64064,43.8931,6.1209,12.47715336,7.0277,0.90872
Unum Group,NYSE:UNM,7.666016617,0.646418224,6227.24523,26.9359,7.0683,8.578979609,1.4631,1.3082
V.F. Corporation,NYSE:VFC,30.21980739,7.866399933,36606.58702,45.6518,8.4905,27.46720446,11.108,0.80906
Valero Energy Corporation,NYSE:VLO,21.82329917,1.807936039,38145.53228,33.4996,1.7088,8.276107461,4.1794,1.12806
"Varian Medical Systems, Inc.",NYSE:VAR,39.75215579,7.148773253,12654.75775,18.742,9.8818,18.12962355,8.466,1.07261
"Ventas, Inc.",NYSE:VTR,68.47733625,1.969202856,21003.67512,52.6304,7.8789,2.850237329,2.454,0.19261
"VeriSign, Inc.",NasdaqGS:VRSN,48.18934719,-15.3965387,22298.31918,520.439,38.2996,-32.36115958,26.5662,1.00318
"Verisk Analytics, Inc.",NasdaqGS:VRSK,54.32900112,11.64204267,24057.72989,58.7976,17.3974,20.70641532,8.6448,0.75838
Verizon Communications Inc.,NYSE:VZ,15.41657307,4.287329705,252613.6995,68.6172,12.4785,28.3729677,7.2099,0.60585
Vertex Pharmaceuticals Incorporated,NasdaqGS:VRTX,107.1284226,10.77366153,56572.90936,11.0076,14.5205,10.22384465,8.2999,1.20689
ViacomCBS Inc.,NasdaqGS:VIAC,9.795577411,2.767963183,23065.43,67.5133,9.3085,29.1189662,7.5311,0.91744
Visa Inc.,NYSE:V,42.04464341,13.45103575,392193.4617,32.5384,41.2151,31.93364778,13.609,1.03657
Vornado Realty Trust,NYSE:VNO,-211.4201012,2.024913129,12521.68956,48.5388,-2.8609,-0.974580909,1.8456,0.68306
Vulcan Materials Company,NYSE:VMC,40.89286586,3.400545854,18847.29575,36.6361,9.529,8.442140908,5.4403,0.88893
W. R. Berkley Corporation,NYSE:WRB,24.66456755,2.109601629,12776.41269,29.6367,6.8234,8.597911282,2.4355,0.61823
"W.W. Grainger, Inc.",NYSE:GWW,22.91617986,9.48690886,17750.00802,53.6776,6.9658,41.09997929,14.8681,1.10058
Wabtec Corporation,NYSE:WAB,27.05230956,1.480608184,14357.0179,32.7834,5.8354,5.393226166,3.8959,1.31388
"Walgreens Boots Alliance, Inc.",NasdaqGS:WBA,19.08299012,2.209145657,51512.15232,42.6049,2.0467,11.47554753,4.4373,1.04429
Walmart Inc.,NYSE:WMT,28.74430851,4.715222362,337623.8174,49.4513,2.2763,16.57984503,5.8352,0.6584
"Waste Management, Inc.",NYSE:WM,32.42302442,6.964106097,47260.46968,67.0901,9.4467,21.98686354,7.0045,0.64283
Waters Corporation,NYSE:WAT,36.48098757,129.0895458,14753.5393,92.5793,18.3701,125.5312872,13.7806,1.05058
"WEC Energy Group, Inc.",NYSE:WEC,37.64390289,2.809765418,28240.94882,54.7528,9.8032,7.477011006,2.7857,0.18279
"WellCare Health Plans, Inc.",NYSE:WCG,28.53440489,3.276182574,15914.09419,32.1162,2.0607,11.78823742,4.7107,0.82082
Wells Fargo & Company,NYSE:WFC,14.22764772,1.312856687,224875.0288,0,20.1502,9.27096311,1.2193,1.03604
Welltower Inc.,NYSE:WELL,106.2851905,2.157423616,32938.75329,45.8592,5.9139,2.046802551,2.5446,0.26934
Western Digital Corporation,NasdaqGS:WDC,-26.28058006,1.590932526,15188.4496,52.2535,-3.6542,-5.898756221,-1.2094,1.40031
WestRock Company,NYSE:WRK,15.24882643,0.892698166,10417.698,46.2695,3.718,5.809212131,3.4106,1.50629
Weyerhaeuser Company,NYSE:WY,101.5511391,2.541334595,21855.02665,43.9841,3.2463,2.484180359,2.5358,1.07334
Whirlpool Corporation,NYSE:WHR,12.64445555,3.041809906,9239.80725,61.6713,3.5711,25.21827805,3.9501,1.18766
Willis Towers Watson Public Limited Company,NasdaqGS:WLTW,35.12534441,2.527645349,24995.81977,41.098,8.2186,7.135124083,2.5802,0.90071
"Wynn Resorts, Limited",NasdaqGS:WYNN,76.09660862,6.727818189,12908.0537,85.371,2.5567,8.557236506,4.669,1.39571
Xcel Energy Inc.,NasdaqGS:XEL,36.44016626,2.480458805,32595.96405,60.9572,7.5844,6.951452592,2.4809,0.24541
Xerox Holdings Corporation,NYSE:XRX,12.24779996,1.647070497,7895.19529,50.2681,7.3309,13.35709014,4.3564,1.64871
"Xilinx, Inc.",NasdaqGS:XLNX,38.58088752,8.755917263,23605.24409,32.6115,18.5786,23.03103563,11.878,0.98466
Xylem Inc.,NYSE:XYL,35.10078398,4.794554315,13835.45966,47.1232,7.48,13.64048798,5.8705,1.1387
"YUM! Brands, Inc.",NYSE:YUM,40.19954238,-3.721171121,30076.83838,346.409,13.974,-9.331252563,25.606,0.54793
"Zimmer Biomet Holdings, Inc.",NYSE:ZBH,42.31599551,2.501780057,30237.65806,41.6224,8.9673,6.007249646,3.5064,1.05121
"Zions Bancorporation, National Association",NasdaqGS:ZION,13.06277261,1.222891968,8495.06671,0,24.7144,9.4782637,1.2531,1.11304
Zoetis Inc.,NYSE:ZTS,51.26013815,21.99652855,58851.53533,71.3091,18.7804,45.21118215,11.7056,1.04226
